date,time,temp_c,air,light,soil
22/04/2021,09:40:58,25.06,44.00,95.00,52.00
22/04/2021,09:41:09,25.04,44.00,95.00,51.80
22/04/2021,09:41:19,25.14,44.00,95.00,51.80
22/04/2021,09:41:29,25.08,44.00,95.20,51.60
22/04/2021,09:41:39,25.10,44.00,95.40,52.00
22/04/2021,09:41:49,25.10,44.00,95.20,52.00
22/04/2021,09:41:59,25.06,44.00,95.40,52.00
22/04/2021,09:42:09,25.18,44.00,95.40,52.00
22/04/2021,09:42:19,25.14,44.00,95.40,52.00
22/04/2021,09:42:29,25.12,44.00,95.80,52.00
22/04/2021,09:42:39,25.10,44.00,95.60,52.00
22/04/2021,09:42:49,24.98,44.00,95.60,52.00
22/04/2021,09:42:59,25.10,43.80,96.00,52.00
22/04/2021,09:43:09,24.90,44.00,96.00,52.00
22/04/2021,09:43:20,25.10,43.80,96.00,52.00
22/04/2021,09:43:30,25.00,43.80,96.00,52.00
22/04/2021,09:43:40,25.08,44.00,96.00,52.00
22/04/2021,09:43:50,24.88,43.60,96.00,51.80
22/04/2021,09:44:00,25.00,43.40,96.00,51.80
22/04/2021,09:44:10,25.10,43.40,96.00,51.80
22/04/2021,09:44:20,25.08,43.20,96.00,52.00
22/04/2021,09:44:30,24.94,43.40,96.00,51.80
22/04/2021,09:44:40,24.94,43.40,96.00,51.80
22/04/2021,09:44:50,24.74,43.80,96.00,52.00
22/04/2021,09:45:00,24.90,43.80,96.00,51.80
22/04/2021,09:45:10,24.84,43.80,96.20,51.40
22/04/2021,09:45:20,24.66,44.00,96.00,52.00
22/04/2021,09:45:30,24.78,44.00,96.40,52.00
22/04/2021,09:45:41,24.80,44.00,96.20,52.00
22/04/2021,09:45:51,24.98,44.00,97.00,52.00
22/04/2021,09:46:01,24.88,44.00,96.80,52.00
22/04/2021,09:46:11,24.90,44.00,96.60,51.80
22/04/2021,09:46:21,24.92,44.00,96.40,51.80
22/04/2021,09:46:31,25.02,44.00,96.40,51.80
22/04/2021,09:46:41,24.86,44.00,96.60,52.00
22/04/2021,09:46:51,24.70,44.00,96.80,51.80
22/04/2021,09:47:01,24.90,44.00,96.20,52.00
22/04/2021,09:47:11,24.78,44.00,96.40,51.80
22/04/2021,09:47:21,24.90,44.00,96.40,52.00
22/04/2021,09:47:31,24.76,44.00,96.20,51.80
22/04/2021,09:47:41,24.84,44.00,96.60,52.00
22/04/2021,09:47:51,25.00,44.00,97.00,51.80
22/04/2021,09:48:02,24.78,44.00,96.60,51.80
22/04/2021,09:48:12,25.00,44.00,97.00,51.80
22/04/2021,09:48:22,24.78,44.00,96.80,51.60
22/04/2021,09:48:32,24.94,44.00,96.80,51.80
22/04/2021,09:48:42,24.80,44.00,97.00,51.80
22/04/2021,09:48:52,24.80,44.00,96.80,52.00
22/04/2021,09:49:02,24.72,44.00,97.00,51.80
22/04/2021,09:49:12,24.66,44.00,96.80,51.80
22/04/2021,09:49:22,24.68,44.00,97.00,52.00
22/04/2021,09:49:32,24.70,44.00,97.00,51.60
22/04/2021,09:49:42,24.84,44.00,97.00,51.80
22/04/2021,09:49:52,24.88,44.00,97.00,52.00
22/04/2021,09:50:02,24.88,44.00,97.00,51.60
22/04/2021,09:50:12,24.78,44.00,97.00,51.80
22/04/2021,09:50:23,24.66,43.60,97.00,51.80
22/04/2021,09:50:33,24.70,43.20,97.00,51.80
22/04/2021,09:50:43,24.80,43.80,97.00,51.60
22/04/2021,09:50:53,24.60,44.00,97.00,51.80
22/04/2021,09:51:03,24.68,44.00,96.80,51.80
22/04/2021,09:51:13,24.92,44.00,97.00,51.80
22/04/2021,09:51:23,24.60,44.00,96.80,51.60
22/04/2021,09:51:33,24.82,44.00,96.80,51.80
22/04/2021,09:51:43,24.68,44.00,96.80,51.60
22/04/2021,09:51:53,24.78,44.00,97.00,51.80
22/04/2021,09:52:03,24.78,44.00,96.20,51.80
22/04/2021,09:52:13,24.64,44.00,96.00,51.80
22/04/2021,09:52:23,24.68,44.00,96.20,51.60
22/04/2021,09:52:33,24.76,44.00,96.00,52.00
22/04/2021,09:52:44,24.82,44.00,96.00,51.80
22/04/2021,09:52:54,24.64,44.00,96.00,51.80
22/04/2021,09:53:04,24.78,44.00,96.00,52.00
22/04/2021,09:53:14,24.80,44.00,96.00,52.00
22/04/2021,09:53:24,24.70,44.00,96.00,52.00
22/04/2021,09:53:34,24.86,44.00,96.00,51.80
22/04/2021,09:53:44,24.72,44.00,96.00,52.00
22/04/2021,09:53:54,24.74,44.00,96.00,52.00
22/04/2021,09:54:04,24.74,44.00,96.00,51.80
22/04/2021,09:54:14,24.62,44.00,96.00,52.00
22/04/2021,09:54:24,24.84,44.00,96.00,51.40
22/04/2021,09:54:34,24.48,44.00,96.00,51.60
22/04/2021,09:54:44,24.84,44.00,96.00,52.00
22/04/2021,09:54:55,24.68,44.00,96.00,52.00
22/04/2021,09:55:05,24.72,44.00,96.00,51.60
22/04/2021,09:55:15,24.74,44.00,96.00,52.00
22/04/2021,09:55:25,24.54,44.00,96.00,51.80
22/04/2021,09:55:35,24.52,44.00,96.20,51.80
22/04/2021,09:55:45,24.68,44.00,96.00,51.60
22/04/2021,09:55:55,24.74,44.00,96.00,51.60
22/04/2021,09:56:05,24.60,44.00,96.00,51.40
22/04/2021,09:56:15,24.58,44.00,96.00,51.60
22/04/2021,09:56:25,24.70,44.00,96.00,51.80
22/04/2021,09:56:35,24.56,44.00,96.00,51.80
22/04/2021,09:56:45,24.66,44.20,96.00,52.00
22/04/2021,09:56:55,24.52,44.80,96.00,51.80
22/04/2021,09:57:05,24.56,45.00,96.00,52.00
22/04/2021,09:57:16,24.72,45.00,96.00,51.80
22/04/2021,09:57:26,24.56,45.00,96.00,52.00
22/04/2021,09:57:36,24.60,45.00,96.00,51.80
22/04/2021,09:57:46,24.60,45.00,95.40,51.60
22/04/2021,09:57:56,24.74,45.00,95.00,52.00
22/04/2021,09:58:06,24.60,44.40,93.60,51.60
22/04/2021,09:58:16,24.64,45.00,91.40,51.80
22/04/2021,09:58:26,24.56,44.80,90.20,51.80
22/04/2021,09:58:36,24.62,45.00,89.40,52.00
22/04/2021,09:58:46,24.58,44.80,86.20,51.80
22/04/2021,09:58:56,24.56,44.60,81.20,51.60
22/04/2021,09:59:06,24.62,45.00,76.60,51.80
22/04/2021,09:59:16,24.58,45.00,74.40,52.00
22/04/2021,09:59:26,24.56,45.00,72.20,52.00
22/04/2021,09:59:37,24.70,45.00,70.00,51.80
22/04/2021,09:59:47,24.54,45.00,68.40,52.00
22/04/2021,09:59:57,24.56,45.00,67.40,51.80
22/04/2021,10:00:07,24.58,45.00,66.80,51.80
22/04/2021,10:00:17,24.58,45.00,67.20,51.80
22/04/2021,10:00:27,24.42,45.00,66.60,52.00
22/04/2021,10:00:37,24.60,45.00,65.40,52.00
22/04/2021,10:00:47,24.64,45.00,63.00,51.80
22/04/2021,10:00:57,24.44,45.00,62.00,51.80
22/04/2021,10:01:07,24.58,45.00,62.40,52.00
22/04/2021,10:01:17,24.52,45.00,62.60,51.60
22/04/2021,10:01:27,24.56,45.00,62.20,52.00
22/04/2021,10:01:37,24.52,45.00,61.20,51.80
22/04/2021,10:01:47,24.44,45.00,58.20,51.60
22/04/2021,10:01:58,24.72,45.00,55.00,51.60
22/04/2021,10:02:08,24.42,45.00,52.40,52.00
22/04/2021,10:02:18,24.44,45.00,52.00,51.60
22/04/2021,10:02:28,24.54,45.00,53.20,51.60
22/04/2021,10:02:38,24.48,45.00,55.80,51.80
22/04/2021,10:02:48,24.44,45.00,60.20,51.80
22/04/2021,10:02:58,24.48,45.00,65.40,51.80
22/04/2021,10:03:08,24.54,45.00,71.00,51.80
22/04/2021,10:03:18,24.72,45.00,77.00,51.80
22/04/2021,10:03:28,24.48,45.00,81.60,51.60
22/04/2021,10:03:38,24.50,45.00,86.20,52.00
22/04/2021,10:03:48,24.52,45.00,89.00,52.00
22/04/2021,10:03:58,24.42,45.00,90.40,52.00
22/04/2021,10:04:08,24.60,45.00,91.80,52.00
22/04/2021,10:04:19,24.40,45.00,93.20,52.00
22/04/2021,10:04:29,24.62,45.00,94.00,51.80
22/04/2021,10:04:39,24.52,45.00,94.00,52.00
22/04/2021,10:04:49,24.42,45.00,93.20,52.00
22/04/2021,10:04:59,24.44,45.00,93.20,52.00
22/04/2021,10:05:09,24.52,45.00,91.40,52.00
22/04/2021,10:05:19,24.42,45.40,87.20,52.00
22/04/2021,10:05:29,24.42,45.60,82.00,52.00
22/04/2021,10:05:39,24.30,45.00,79.40,52.00
22/04/2021,10:05:49,24.44,45.40,79.20,52.00
22/04/2021,10:05:59,24.40,45.00,79.20,52.00
22/04/2021,10:06:09,24.44,45.00,79.40,52.00
22/04/2021,10:06:19,24.46,45.40,80.80,52.00
22/04/2021,10:06:30,24.42,45.00,82.40,52.00
22/04/2021,10:06:40,24.50,45.00,85.80,51.60
22/04/2021,10:06:50,24.38,45.00,88.20,51.80
22/04/2021,10:07:00,24.50,45.00,89.80,51.80
22/04/2021,10:07:10,24.50,45.00,90.00,51.80
22/04/2021,10:07:20,24.30,45.20,90.00,52.00
22/04/2021,10:07:30,24.48,45.00,90.20,52.00
22/04/2021,10:07:40,24.42,45.00,90.20,52.00
22/04/2021,10:07:50,24.30,45.20,89.20,51.80
22/04/2021,10:08:00,24.50,45.20,88.00,51.60
22/04/2021,10:08:10,24.42,45.20,86.80,51.80
22/04/2021,10:08:20,24.52,45.20,84.20,51.80
22/04/2021,10:08:30,24.52,45.40,82.00,52.00
22/04/2021,10:08:40,24.42,45.00,79.40,52.00
22/04/2021,10:08:51,24.36,45.20,77.00,52.00
22/04/2021,10:09:01,24.24,45.00,75.40,52.00
22/04/2021,10:09:11,24.32,45.00,73.60,51.80
22/04/2021,10:09:21,24.28,45.00,72.20,51.40
22/04/2021,10:09:31,24.44,45.00,71.00,52.00
22/04/2021,10:09:41,24.38,45.20,69.80,52.00
22/04/2021,10:09:51,24.48,45.60,68.80,52.00
22/04/2021,10:10:01,24.36,46.00,68.20,52.00
22/04/2021,10:10:11,24.42,46.00,68.00,52.00
22/04/2021,10:10:21,24.36,46.00,68.20,52.00
22/04/2021,10:10:31,24.36,46.00,68.20,52.00
22/04/2021,10:10:41,24.30,46.00,68.00,52.00
22/04/2021,10:10:51,24.42,46.00,67.60,52.00
22/04/2021,10:11:01,24.36,46.00,67.00,52.00
22/04/2021,10:11:12,24.28,46.00,67.00,52.00
22/04/2021,10:11:22,24.52,46.00,67.80,52.00
22/04/2021,10:11:32,24.32,46.00,67.60,52.00
22/04/2021,10:11:42,24.50,46.00,68.20,52.00
22/04/2021,10:11:52,24.34,46.00,67.60,52.00
22/04/2021,10:12:02,24.38,46.00,67.00,52.00
22/04/2021,10:12:12,24.36,46.00,66.20,52.00
22/04/2021,10:12:22,24.26,46.00,65.60,52.00
22/04/2021,10:12:32,24.36,46.00,64.00,52.00
22/04/2021,10:12:42,24.26,46.00,63.60,52.00
22/04/2021,10:12:52,24.42,46.00,62.60,52.00
22/04/2021,10:13:02,24.40,46.00,62.20,52.00
22/04/2021,10:13:12,24.24,46.00,62.40,52.00
22/04/2021,10:13:22,24.18,46.00,63.00,52.00
22/04/2021,10:13:33,24.34,46.00,63.20,52.00
22/04/2021,10:13:43,24.46,46.00,63.80,52.00
22/04/2021,10:13:53,24.30,46.00,65.20,52.00
22/04/2021,10:14:03,24.40,46.00,67.20,52.00
22/04/2021,10:14:13,24.28,46.00,68.80,52.00
22/04/2021,10:14:23,24.22,46.00,70.60,52.00
22/04/2021,10:14:33,24.28,46.00,72.60,52.00
22/04/2021,10:14:43,24.36,46.00,74.00,52.00
22/04/2021,10:14:53,24.28,46.00,75.40,52.00
22/04/2021,10:15:03,24.42,46.00,77.40,52.00
22/04/2021,10:15:13,24.24,46.00,78.80,52.00
22/04/2021,10:15:23,24.40,46.00,79.20,52.00
22/04/2021,10:15:33,24.28,46.00,78.60,52.00
22/04/2021,10:15:43,24.16,46.00,78.20,52.00
22/04/2021,10:15:54,24.36,46.00,79.40,52.00
22/04/2021,10:16:04,24.40,46.00,80.60,52.00
22/04/2021,10:16:14,24.38,46.00,82.20,52.00
22/04/2021,10:16:24,24.24,46.00,82.20,52.00
22/04/2021,10:16:34,24.36,46.00,82.20,52.00
22/04/2021,10:16:44,24.36,46.00,82.00,52.00
22/04/2021,10:16:54,24.28,46.00,82.00,52.00
22/04/2021,10:17:04,24.24,46.00,82.20,52.00
22/04/2021,10:17:14,24.28,46.00,82.60,52.00
22/04/2021,10:17:24,24.28,46.00,83.60,52.00
22/04/2021,10:17:34,24.20,46.00,84.80,52.00
22/04/2021,10:17:44,24.20,46.00,86.40,52.00
22/04/2021,10:17:54,24.32,46.00,87.40,52.00
22/04/2021,10:18:04,24.16,46.00,88.60,52.00
22/04/2021,10:18:15,24.28,46.00,89.60,52.00
22/04/2021,10:18:25,24.28,46.00,90.60,52.00
22/04/2021,10:18:35,24.32,46.00,91.60,52.00
22/04/2021,10:18:45,24.46,46.00,92.20,52.00
22/04/2021,10:18:55,24.18,46.00,92.60,52.00
22/04/2021,10:19:05,24.12,46.00,93.00,52.00
22/04/2021,10:19:15,24.18,46.00,92.60,52.00
22/04/2021,10:19:25,24.26,46.00,92.20,52.00
22/04/2021,10:19:35,24.24,46.00,92.20,52.00
22/04/2021,10:19:45,24.24,46.00,91.20,52.00
22/04/2021,10:19:55,24.22,46.00,90.40,52.00
22/04/2021,10:20:05,24.18,46.00,89.80,52.00
22/04/2021,10:20:15,24.18,46.00,89.20,52.00
22/04/2021,10:20:26,24.18,46.00,88.40,52.00
22/04/2021,10:20:36,24.08,46.00,87.80,52.00
22/04/2021,10:20:46,24.30,46.00,86.60,52.00
22/04/2021,10:20:56,24.20,46.00,86.20,52.00
22/04/2021,10:21:06,24.26,46.00,85.40,52.00
22/04/2021,10:21:16,24.36,46.00,85.00,52.00
22/04/2021,10:21:26,24.30,46.00,84.20,52.00
22/04/2021,10:21:36,24.16,46.00,84.20,52.00
22/04/2021,10:21:46,24.26,46.00,84.00,52.00
22/04/2021,10:21:56,24.26,46.00,83.40,52.00
22/04/2021,10:22:06,24.18,46.00,83.20,52.00
22/04/2021,10:22:16,24.30,46.00,83.00,52.00
22/04/2021,10:22:26,24.18,46.00,82.80,52.00
22/04/2021,10:22:36,24.10,46.00,83.00,52.00
22/04/2021,10:22:47,24.22,46.00,82.20,52.00
22/04/2021,10:22:57,24.14,46.00,82.60,52.00
22/04/2021,10:23:07,24.06,46.00,82.60,52.00
22/04/2021,10:23:17,24.30,46.20,83.20,52.00
22/04/2021,10:23:27,24.20,46.00,84.20,52.00
22/04/2021,10:23:37,24.10,46.00,85.20,52.00
22/04/2021,10:23:47,24.16,46.20,86.60,52.00
22/04/2021,10:23:57,24.20,46.20,87.80,52.00
22/04/2021,10:24:07,24.26,46.20,89.40,52.00
22/04/2021,10:24:17,24.28,46.20,91.20,51.80
22/04/2021,10:24:27,24.16,46.00,92.80,52.00
22/04/2021,10:24:37,24.24,46.00,94.00,52.00
22/04/2021,10:24:47,24.14,46.00,95.00,52.00
22/04/2021,10:24:57,24.20,46.40,95.00,52.00
22/04/2021,10:25:08,24.22,46.00,95.40,52.00
22/04/2021,10:25:18,24.26,46.00,95.40,52.00
22/04/2021,10:25:28,24.18,46.20,95.60,52.00
22/04/2021,10:25:38,24.22,46.00,95.60,52.00
22/04/2021,10:25:48,24.34,46.00,95.60,52.00
22/04/2021,10:25:58,24.06,46.00,95.40,52.00
22/04/2021,10:26:08,24.42,46.00,95.20,52.00
22/04/2021,10:26:18,24.12,46.00,95.20,52.00
22/04/2021,10:26:28,24.28,46.00,95.00,52.00
22/04/2021,10:26:38,24.18,46.20,95.00,52.00
